time,temp,cloud_cover,radiation,hour,solar_kwh,consumption_kwh,surplus_kwh
2026-07-16 09:00:00,25.3,97,610.0,9,3.05,2.07,0.98
2026-07-16 10:00:00,26.9,84,688.0,10,3.44,0.84,2.6
2026-07-16 11:00:00,28.5,92,904.0,11,4.52,0.81,3.71
2026-07-16 12:00:00,29.8,99,956.0,12,4.78,0.84,3.94
2026-07-16 13:00:00,30.8,100,890.0,13,4.45,1.07,3.38
2026-07-16 14:00:00,30.8,100,750.0,14,3.75,0.83,2.92
2026-07-16 15:00:00,29.5,100,555.0,15,2.78,0.93,1.85
2026-07-16 16:00:00,29.4,100,423.0,16,2.11,1.14,0.97
2026-07-16 17:00:00,28.8,97,273.0,17,1.37,0.81,0.56
2026-07-16 18:00:00,27.4,98,111.0,18,0.56,2.81,-2.25
2026-07-16 19:00:00,26.2,98,3.0,19,0.02,2.28,-2.26
2026-07-16 20:00:00,25.5,99,0.0,20,0.0,2.12,-2.12
2026-07-16 21:00:00,24.9,98,0.0,21,0.0,2.7,-2.7
2026-07-16 22:00:00,23.8,98,0.0,22,0.0,2.63,-2.63
2026-07-16 23:00:00,23.4,95,0.0,23,0.0,1.15,-1.15
2026-07-17 00:00:00,22.6,97,0.0,0,0.0,1.09,-1.09
2026-07-17 01:00:00,22.1,98,0.0,1,0.0,1.12,-1.12
2026-07-17 02:00:00,21.9,100,0.0,2,0.0,0.91,-0.91
2026-07-17 03:00:00,21.9,100,0.0,3,0.0,0.87,-0.87
2026-07-17 04:00:00,21.7,100,0.0,4,0.0,1.1,-1.1
2026-07-17 05:00:00,21.6,100,0.0,5,0.0,1.12,-1.12
2026-07-17 06:00:00,21.5,76,6.0,6,0.03,2.99,-2.96
2026-07-17 07:00:00,22.1,99,91.0,7,0.45,2.41,-1.96
2026-07-17 08:00:00,22.3,73,148.0,8,0.74,2.37,-1.63
2026-07-17 09:00:00,24.0,90,387.0,9,1.94,2.78,-0.84
2026-07-17 10:00:00,26.1,100,618.0,10,3.09,0.94,2.15
2026-07-17 11:00:00,25.7,99,547.0,11,2.74,1.17,1.57
2026-07-17 12:00:00,26.1,99,633.0,12,3.16,1.14,2.02
2026-07-17 13:00:00,27.5,97,681.0,13,3.4,0.97,2.43
2026-07-17 14:00:00,23.2,98,411.0,14,2.05,1.1,0.95
2026-07-17 15:00:00,23.7,86,442.0,15,2.21,1.1,1.11
2026-07-17 16:00:00,23.5,100,444.0,16,2.22,0.84,1.38
2026-07-17 17:00:00,22.0,98,178.0,17,0.89,1.16,-0.27
2026-07-17 18:00:00,21.5,96,73.0,18,0.36,2.51,-2.15
2026-07-17 19:00:00,20.9,95,2.0,19,0.01,2.83,-2.82
2026-07-17 20:00:00,21.3,97,0.0,20,0.0,2.32,-2.32
2026-07-17 21:00:00,21.5,95,0.0,21,0.0,2.9,-2.9
2026-07-17 22:00:00,21.4,99,0.0,22,0.0,2.39,-2.39
2026-07-17 23:00:00,21.2,100,0.0,23,0.0,0.8,-0.8
2026-07-18 00:00:00,21.1,100,0.0,0,0.0,1.16,-1.16
2026-07-18 01:00:00,21.0,100,0.0,1,0.0,0.84,-0.84
2026-07-18 02:00:00,20.7,98,0.0,2,0.0,0.93,-0.93
2026-07-18 03:00:00,20.4,99,0.0,3,0.0,1.18,-1.18
2026-07-18 04:00:00,20.3,100,0.0,4,0.0,1.18,-1.18
2026-07-18 05:00:00,20.8,100,0.0,5,0.0,1.03,-1.03
2026-07-18 06:00:00,20.9,95,6.0,6,0.03,2.63,-2.6
2026-07-18 07:00:00,21.5,94,101.0,7,0.5,2.45,-1.95
2026-07-18 08:00:00,23.0,99,315.0,8,1.58,2.29,-0.71
2026-07-18 09:00:00,23.4,100,292.0,9,1.46,2.33,-0.87
2026-07-18 10:00:00,24.9,100,455.0,10,2.28,1.07,1.21
2026-07-18 11:00:00,26.4,100,655.0,11,3.28,1.1,2.18
2026-07-18 12:00:00,26.6,100,683.0,12,3.42,1.12,2.3
2026-07-18 13:00:00,26.2,100,539.0,13,2.7,1.12,1.58
2026-07-18 14:00:00,26.2,100,447.0,14,2.24,0.84,1.4
2026-07-18 15:00:00,23.9,92,384.0,15,1.92,1.0,0.92
2026-07-18 16:00:00,24.9,98,314.0,16,1.57,0.82,0.75
2026-07-18 17:00:00,24.3,95,196.0,17,0.98,1.02,-0.04
2026-07-18 18:00:00,23.9,98,101.0,18,0.5,2.44,-1.94
2026-07-18 19:00:00,23.4,94,3.0,19,0.02,2.89,-2.87
2026-07-18 20:00:00,21.0,99,0.0,20,0.0,2.35,-2.35
2026-07-18 21:00:00,20.6,93,0.0,21,0.0,2.12,-2.12
2026-07-18 22:00:00,21.0,98,0.0,22,0.0,2.14,-2.14
2026-07-18 23:00:00,21.5,100,0.0,23,0.0,1.1,-1.1
2026-07-19 00:00:00,21.5,100,0.0,0,0.0,1.05,-1.05
2026-07-19 01:00:00,21.4,100,0.0,1,0.0,0.84,-0.84
2026-07-19 02:00:00,21.2,98,0.0,2,0.0,0.83,-0.83
2026-07-19 03:00:00,21.0,100,0.0,3,0.0,1.08,-1.08
2026-07-19 04:00:00,20.9,98,0.0,4,0.0,0.83,-0.83
2026-07-19 05:00:00,21.0,95,0.0,5,0.0,1.13,-1.13
2026-07-19 06:00:00,20.7,99,7.0,6,0.04,2.71,-2.67
2026-07-19 07:00:00,21.2,100,74.0,7,0.37,2.08,-1.71
2026-07-19 08:00:00,21.8,100,135.0,8,0.68,2.08,-1.4
2026-07-19 09:00:00,23.7,100,304.0,9,1.52,2.99,-1.47
2026-07-19 10:00:00,24.1,100,218.0,10,1.09,0.95,0.14
2026-07-19 11:00:00,25.9,100,427.0,11,2.13,0.95,1.18
2026-07-19 12:00:00,27.6,96,689.0,12,3.44,1.13,2.31
2026-07-19 13:00:00,28.0,100,807.0,13,4.04,1.18,2.86
2026-07-19 14:00:00,28.4,100,734.0,14,3.67,1.19,2.48
2026-07-19 15:00:00,28.1,100,622.0,15,3.11,1.1,2.01
2026-07-19 16:00:00,26.6,100,422.0,16,2.11,0.95,1.16
2026-07-19 17:00:00,27.0,100,172.0,17,0.86,0.83,0.03
2026-07-19 18:00:00,25.4,100,76.0,18,0.38,2.78,-2.4
2026-07-19 19:00:00,24.0,100,2.0,19,0.01,2.56,-2.55
2026-07-19 20:00:00,23.1,99,0.0,20,0.0,2.42,-2.42
2026-07-19 21:00:00,22.7,100,0.0,21,0.0,2.91,-2.91
2026-07-19 22:00:00,22.4,99,0.0,22,0.0,2.11,-2.11
2026-07-19 23:00:00,22.5,99,0.0,23,0.0,1.0,-1.0
2026-07-20 00:00:00,22.0,100,0.0,0,0.0,0.8,-0.8
2026-07-20 01:00:00,21.6,100,0.0,1,0.0,0.99,-0.99
2026-07-20 02:00:00,21.4,99,0.0,2,0.0,0.82,-0.82
2026-07-20 03:00:00,21.1,98,0.0,3,0.0,0.85,-0.85
2026-07-20 04:00:00,20.9,100,0.0,4,0.0,0.85,-0.85
2026-07-20 05:00:00,20.6,98,0.0,5,0.0,1.06,-1.06
2026-07-20 06:00:00,20.6,100,5.0,6,0.02,2.75,-2.73
2026-07-20 07:00:00,21.3,100,86.0,7,0.43,2.58,-2.15
2026-07-20 08:00:00,22.9,99,272.0,8,1.36,2.96,-1.6
2026-07-20 09:00:00,24.3,95,440.0,9,2.2,2.37,-0.17
2026-07-20 10:00:00,26.0,99,674.0,10,3.37,0.91,2.46
2026-07-20 11:00:00,26.9,99,782.0,11,3.91,1.15,2.76
2026-07-20 12:00:00,27.9,94,835.0,12,4.18,0.89,3.29
2026-07-20 13:00:00,28.5,84,834.0,13,4.17,1.19,2.98
2026-07-20 14:00:00,24.3,88,752.0,14,3.76,0.8,2.96
2026-07-20 15:00:00,22.9,99,486.0,15,2.43,1.19,1.24
2026-07-20 16:00:00,22.6,66,318.0,16,1.59,0.82,0.77
2026-07-20 17:00:00,22.4,90,268.0,17,1.34,1.16,0.18
2026-07-20 18:00:00,22.6,96,63.0,18,0.32,2.53,-2.21
2026-07-20 19:00:00,22.6,57,3.0,19,0.02,2.99,-2.97
2026-07-20 20:00:00,22.3,99,0.0,20,0.0,2.07,-2.07
2026-07-20 21:00:00,21.8,98,0.0,21,0.0,2.55,-2.55
2026-07-20 22:00:00,21.5,100,0.0,22,0.0,2.97,-2.97
2026-07-20 23:00:00,21.8,92,0.0,23,0.0,1.01,-1.01
2026-07-21 00:00:00,21.2,100,0.0,0,0.0,1.05,-1.05
2026-07-21 01:00:00,21.0,100,0.0,1,0.0,1.08,-1.08
2026-07-21 02:00:00,20.8,100,0.0,2,0.0,0.98,-0.98
2026-07-21 03:00:00,20.6,100,0.0,3,0.0,1.05,-1.05
2026-07-21 04:00:00,20.3,100,0.0,4,0.0,1.03,-1.03
2026-07-21 05:00:00,20.5,100,0.0,5,0.0,1.16,-1.16
2026-07-21 06:00:00,20.4,98,7.0,6,0.04,2.05,-2.01
2026-07-21 07:00:00,21.4,100,122.0,7,0.61,2.28,-1.67
2026-07-21 08:00:00,23.0,100,266.0,8,1.33,2.95,-1.62
2026-07-21 09:00:00,24.2,100,363.0,9,1.82,2.89,-1.07
2026-07-21 10:00:00,25.4,100,418.0,10,2.09,0.98,1.11
2026-07-21 11:00:00,26.6,100,481.0,11,2.4,1.05,1.35
2026-07-21 12:00:00,27.6,98,870.0,12,4.35,0.91,3.44
2026-07-21 13:00:00,28.4,100,844.0,13,4.22,0.88,3.34
2026-07-21 14:00:00,28.9,99,813.0,14,4.06,0.99,3.07
2026-07-21 15:00:00,27.8,100,634.0,15,3.17,0.94,2.23
2026-07-21 16:00:00,27.7,99,426.0,16,2.13,1.03,1.1
2026-07-21 17:00:00,27.8,98,285.0,17,1.42,0.83,0.59
2026-07-21 18:00:00,26.2,100,93.0,18,0.46,2.97,-2.51
2026-07-21 19:00:00,25.0,100,3.0,19,0.02,2.99,-2.97
2026-07-21 20:00:00,24.1,100,0.0,20,0.0,2.7,-2.7
2026-07-21 21:00:00,23.1,100,0.0,21,0.0,2.54,-2.54
2026-07-21 22:00:00,22.3,100,0.0,22,0.0,2.31,-2.31
2026-07-21 23:00:00,22.2,100,0.0,23,0.0,1.13,-1.13
2026-07-22 00:00:00,21.6,99,0.0,0,0.0,1.07,-1.07
2026-07-22 01:00:00,20.9,94,0.0,1,0.0,0.87,-0.87
2026-07-22 02:00:00,20.5,91,0.0,2,0.0,1.16,-1.16
2026-07-22 03:00:00,20.3,99,0.0,3,0.0,1.13,-1.13
2026-07-22 04:00:00,20.1,98,0.0,4,0.0,1.18,-1.18
2026-07-22 05:00:00,20.2,100,0.0,5,0.0,1.09,-1.09
2026-07-22 06:00:00,20.1,100,7.0,6,0.04,2.61,-2.57
2026-07-22 07:00:00,21.1,100,100.0,7,0.5,2.42,-1.92
2026-07-22 08:00:00,22.6,100,211.0,8,1.06,2.93,-1.87
2026-07-22 09:00:00,23.9,100,283.0,9,1.41,2.87,-1.46
2026-07-22 10:00:00,24.8,100,444.0,10,2.22,0.82,1.4
2026-07-22 11:00:00,25.5,100,608.0,11,3.04,0.81,2.23
2026-07-22 12:00:00,26.1,99,486.0,12,2.43,0.95,1.48
2026-07-22 13:00:00,25.7,100,685.0,13,3.42,1.12,2.3
2026-07-22 14:00:00,26.6,100,516.0,14,2.58,1.19,1.39
2026-07-22 15:00:00,22.1,100,435.0,15,2.17,0.86,1.31
2026-07-22 16:00:00,22.1,99,99.0,16,0.5,1.04,-0.54
2026-07-22 17:00:00,22.7,100,111.0,17,0.56,0.95,-0.39
2026-07-22 18:00:00,22.8,100,54.0,18,0.27,2.97,-2.7
2026-07-22 19:00:00,22.4,99,2.0,19,0.01,2.84,-2.83
2026-07-22 20:00:00,22.2,98,0.0,20,0.0,2.84,-2.84
2026-07-22 21:00:00,22.2,98,0.0,21,0.0,2.47,-2.47
2026-07-22 22:00:00,21.8,40,0.0,22,0.0,2.41,-2.41
2026-07-22 23:00:00,21.6,72,0.0,23,0.0,0.91,-0.91
2026-07-23 00:00:00,21.0,76,0.0,0,0.0,0.82,-0.82
2026-07-23 01:00:00,20.5,74,0.0,1,0.0,1.15,-1.15
2026-07-23 02:00:00,20.1,55,0.0,2,0.0,1.13,-1.13
2026-07-23 03:00:00,19.8,30,0.0,3,0.0,1.2,-1.2
2026-07-23 04:00:00,19.6,72,0.0,4,0.0,1.2,-1.2
2026-07-23 05:00:00,20.1,91,0.0,5,0.0,1.02,-1.02
2026-07-23 06:00:00,20.2,100,7.0,6,0.04,2.77,-2.73
2026-07-23 07:00:00,21.4,70,93.0,7,0.46,2.94,-2.48
2026-07-23 08:00:00,23.3,84,323.0,8,1.62,2.85,-1.23
2026-07-23 09:00:00,24.3,43,417.0,9,2.08,2.25,-0.17
2026-07-23 10:00:00,25.8,47,677.0,10,3.38,0.98,2.4
2026-07-23 11:00:00,26.7,58,852.0,11,4.26,0.85,3.41
2026-07-23 12:00:00,27.8,95,880.0,12,4.4,1.18,3.22
2026-07-23 13:00:00,28.1,38,752.0,13,3.76,1.04,2.72
2026-07-23 14:00:00,28.9,16,864.0,14,4.32,0.89,3.43
2026-07-23 15:00:00,29.2,30,740.0,15,3.7,1.07,2.63
2026-07-23 16:00:00,28.7,30,544.0,16,2.72,1.05,1.67
2026-07-23 17:00:00,27.7,68,330.0,17,1.65,0.94,0.71
2026-07-23 18:00:00,26.4,88,114.0,18,0.57,2.11,-1.54
2026-07-23 19:00:00,25.3,98,3.0,19,0.02,2.67,-2.65
2026-07-23 20:00:00,24.2,100,0.0,20,0.0,2.52,-2.52
2026-07-23 21:00:00,23.3,68,0.0,21,0.0,2.77,-2.77
2026-07-23 22:00:00,21.5,95,0.0,22,0.0,2.52,-2.52
2026-07-23 23:00:00,21.5,98,0.0,23,0.0,1.14,-1.14
2026-07-24 00:00:00,21.2,94,0.0,0,0.0,1.02,-1.02
2026-07-24 01:00:00,20.8,77,0.0,1,0.0,1.02,-1.02
2026-07-24 02:00:00,19.9,99,0.0,2,0.0,1.15,-1.15
2026-07-24 03:00:00,19.8,99,0.0,3,0.0,0.96,-0.96
2026-07-24 04:00:00,20.0,100,0.0,4,0.0,0.85,-0.85
2026-07-24 05:00:00,20.5,74,0.0,5,0.0,0.81,-0.81
2026-07-24 06:00:00,20.4,70,6.0,6,0.03,2.76,-2.73
2026-07-24 07:00:00,21.4,74,127.0,7,0.64,2.62,-1.98
2026-07-24 08:00:00,23.3,99,330.0,8,1.65,2.7,-1.05
2026-07-24 09:00:00,24.7,90,448.0,9,2.24,2.21,0.03
2026-07-24 10:00:00,26.1,94,661.0,10,3.3,0.85,2.45
2026-07-24 11:00:00,27.5,87,870.0,11,4.35,0.81,3.54
2026-07-24 12:00:00,28.4,99,928.0,12,4.64,0.94,3.7
2026-07-24 13:00:00,29.5,100,941.0,13,4.7,1.04,3.66
2026-07-24 14:00:00,29.3,99,748.0,14,3.74,0.96,2.78
2026-07-24 15:00:00,28.0,99,665.0,15,3.32,0.97,2.35
2026-07-24 16:00:00,26.5,98,436.0,16,2.18,1.16,1.02
2026-07-24 17:00:00,26.4,100,242.0,17,1.21,0.94,0.27
2026-07-24 18:00:00,25.3,63,42.0,18,0.21,2.51,-2.3
2026-07-24 19:00:00,24.3,96,3.0,19,0.02,2.78,-2.76
2026-07-24 20:00:00,23.9,99,0.0,20,0.0,2.4,-2.4
2026-07-24 21:00:00,23.4,86,0.0,21,0.0,2.62,-2.62
2026-07-24 22:00:00,22.5,70,0.0,22,0.0,2.86,-2.86
2026-07-24 23:00:00,22.4,67,0.0,23,0.0,1.18,-1.18
2026-07-25 00:00:00,21.5,31,0.0,0,0.0,0.86,-0.86
2026-07-25 01:00:00,20.9,20,0.0,1,0.0,1.17,-1.17
2026-07-25 02:00:00,20.6,31,0.0,2,0.0,1.0,-1.0
2026-07-25 03:00:00,20.3,45,0.0,3,0.0,0.9,-0.9
2026-07-25 04:00:00,20.0,58,0.0,4,0.0,0.98,-0.98
2026-07-25 05:00:00,20.2,77,0.0,5,0.0,1.19,-1.19
2026-07-25 06:00:00,20.0,91,7.0,6,0.04,2.49,-2.45
2026-07-25 07:00:00,21.1,95,121.0,7,0.6,2.33,-1.73
2026-07-25 08:00:00,23.0,95,319.0,8,1.6,2.63,-1.03
2026-07-25 09:00:00,24.9,100,459.0,9,2.3,2.24,0.06
2026-07-25 10:00:00,25.7,100,422.0,10,2.11,0.83,1.28
2026-07-25 11:00:00,27.3,98,490.0,11,2.45,0.85,1.6
2026-07-25 12:00:00,27.8,76,583.0,12,2.92,0.85,2.07
2026-07-25 13:00:00,28.9,77,766.0,13,3.83,0.86,2.97
2026-07-25 14:00:00,27.9,98,869.0,14,4.34,0.86,3.48
2026-07-25 15:00:00,26.5,90,538.0,15,2.69,1.06,1.63
2026-07-25 16:00:00,23.9,62,433.0,16,2.16,0.87,1.29
2026-07-25 17:00:00,24.8,93,213.0,17,1.06,0.94,0.12
2026-07-25 18:00:00,24.0,98,87.0,18,0.43,2.9,-2.47
2026-07-25 19:00:00,23.2,97,3.0,19,0.02,2.47,-2.45
2026-07-25 20:00:00,22.9,98,0.0,20,0.0,2.67,-2.67
2026-07-25 21:00:00,22.2,98,0.0,21,0.0,2.17,-2.17
2026-07-25 22:00:00,21.6,96,0.0,22,0.0,2.19,-2.19
2026-07-25 23:00:00,22.0,68,0.0,23,0.0,0.82,-0.82
2026-07-26 00:00:00,21.4,33,0.0,0,0.0,0.87,-0.87
2026-07-26 01:00:00,21.2,91,0.0,1,0.0,0.91,-0.91
2026-07-26 02:00:00,20.8,71,0.0,2,0.0,0.87,-0.87
2026-07-26 03:00:00,20.6,82,0.0,3,0.0,0.84,-0.84
2026-07-26 04:00:00,20.3,97,0.0,4,0.0,0.85,-0.85
2026-07-26 05:00:00,20.7,63,0.0,5,0.0,0.98,-0.98
2026-07-26 06:00:00,20.6,100,6.0,6,0.03,2.21,-2.18
2026-07-26 07:00:00,21.8,98,86.0,7,0.43,2.36,-1.93
2026-07-26 08:00:00,23.4,91,206.0,8,1.03,2.5,-1.47
2026-07-26 09:00:00,25.1,97,466.0,9,2.33,2.69,-0.36
2026-07-26 10:00:00,26.3,98,656.0,10,3.28,0.82,2.46
2026-07-26 11:00:00,26.5,100,791.0,11,3.96,1.12,2.84
2026-07-26 12:00:00,23.0,100,425.0,12,2.12,1.05,1.07
2026-07-26 13:00:00,24.8,99,611.0,13,3.06,0.83,2.23
2026-07-26 14:00:00,26.2,98,701.0,14,3.5,1.15,2.35
2026-07-26 15:00:00,26.7,100,572.0,15,2.86,1.17,1.69
2026-07-26 16:00:00,27.0,100,414.0,16,2.07,0.82,1.25
2026-07-26 17:00:00,27.3,99,203.0,17,1.02,0.91,0.11
2026-07-26 18:00:00,26.2,92,77.0,18,0.38,2.81,-2.43
2026-07-26 19:00:00,25.1,100,3.0,19,0.02,2.75,-2.73
2026-07-26 20:00:00,24.0,100,0.0,20,0.0,2.18,-2.18
2026-07-26 21:00:00,23.0,100,0.0,21,0.0,2.21,-2.21
2026-07-26 22:00:00,22.3,100,0.0,22,0.0,2.37,-2.37
2026-07-26 23:00:00,22.2,100,0.0,23,0.0,0.99,-0.99
2026-07-27 00:00:00,21.8,99,0.0,0,0.0,1.05,-1.05
2026-07-27 01:00:00,21.4,100,0.0,1,0.0,0.95,-0.95
2026-07-27 02:00:00,21.2,98,0.0,2,0.0,0.99,-0.99
2026-07-27 03:00:00,20.8,98,0.0,3,0.0,1.1,-1.1
2026-07-27 04:00:00,20.7,95,0.0,4,0.0,0.81,-0.81
2026-07-27 05:00:00,21.4,98,0.0,5,0.0,0.9,-0.9
2026-07-27 06:00:00,21.5,98,6.0,6,0.03,2.71,-2.68
2026-07-27 07:00:00,22.5,100,106.0,7,0.53,2.9,-2.37
2026-07-27 08:00:00,23.8,99,289.0,8,1.44,2.51,-1.07
2026-07-27 09:00:00,25.4,100,451.0,9,2.26,2.53,-0.27
2026-07-27 10:00:00,26.2,100,442.0,10,2.21,0.84,1.37
2026-07-27 11:00:00,27.7,100,435.0,11,2.17,0.98,1.19
2026-07-27 12:00:00,28.4,100,713.0,12,3.56,1.01,2.55
2026-07-27 13:00:00,28.3,100,674.0,13,3.37,0.9,2.47
2026-07-27 14:00:00,28.2,100,511.0,14,2.56,0.91,1.65
2026-07-27 15:00:00,28.2,100,365.0,15,1.82,0.95,0.87
2026-07-27 16:00:00,26.4,100,266.0,16,1.33,0.81,0.52
2026-07-27 17:00:00,27.4,100,139.0,17,0.7,0.93,-0.23
2026-07-27 18:00:00,26.3,98,74.0,18,0.37,2.21,-1.84
2026-07-27 19:00:00,24.9,99,2.0,19,0.01,2.33,-2.32
2026-07-27 20:00:00,24.1,98,0.0,20,0.0,2.12,-2.12
2026-07-27 21:00:00,23.8,99,0.0,21,0.0,2.89,-2.89
2026-07-27 22:00:00,23.1,100,0.0,22,0.0,2.59,-2.59
2026-07-27 23:00:00,23.0,100,0.0,23,0.0,1.07,-1.07
2026-07-28 00:00:00,22.4,99,0.0,0,0.0,1.12,-1.12
2026-07-28 01:00:00,22.0,99,0.0,1,0.0,1.0,-1.0
2026-07-28 02:00:00,21.8,99,0.0,2,0.0,0.83,-0.83
2026-07-28 03:00:00,21.5,100,0.0,3,0.0,1.01,-1.01
2026-07-28 04:00:00,21.3,100,0.0,4,0.0,1.03,-1.03
2026-07-28 05:00:00,21.4,100,0.0,5,0.0,1.1,-1.1
2026-07-28 06:00:00,21.2,100,6.0,6,0.03,2.43,-2.4
2026-07-28 07:00:00,22.2,98,91.0,7,0.45,2.13,-1.68
2026-07-28 08:00:00,23.7,100,217.0,8,1.08,2.28,-1.2
2026-07-28 09:00:00,25.0,100,301.0,9,1.5,2.36,-0.86
2026-07-28 10:00:00,26.7,100,500.0,10,2.5,1.06,1.44
2026-07-28 11:00:00,27.1,100,671.0,11,3.36,1.03,2.33
2026-07-28 12:00:00,28.9,99,836.0,12,4.18,0.94,3.24
2026-07-28 13:00:00,29.7,97,819.0,13,4.1,1.19,2.91
2026-07-28 14:00:00,29.6,100,789.0,14,3.94,1.04,2.9
2026-07-28 15:00:00,26.9,98,557.0,15,2.78,0.89,1.89
2026-07-28 16:00:00,26.8,98,357.0,16,1.78,0.84,0.94
2026-07-28 17:00:00,27.4,100,210.0,17,1.05,0.86,0.19
2026-07-28 18:00:00,25.9,98,82.0,18,0.41,2.25,-1.84
2026-07-28 19:00:00,24.7,99,2.0,19,0.01,2.16,-2.15
2026-07-28 20:00:00,23.9,96,0.0,20,0.0,2.19,-2.19
2026-07-28 21:00:00,22.9,95,0.0,21,0.0,2.29,-2.29
2026-07-28 22:00:00,22.2,70,0.0,22,0.0,2.17,-2.17
2026-07-28 23:00:00,22.4,87,0.0,23,0.0,1.16,-1.16
2026-07-29 00:00:00,21.9,91,0.0,0,0.0,0.83,-0.83
2026-07-29 01:00:00,21.7,100,0.0,1,0.0,1.01,-1.01
2026-07-29 02:00:00,21.7,100,0.0,2,0.0,0.96,-0.96
2026-07-29 03:00:00,21.6,100,0.0,3,0.0,1.19,-1.19
2026-07-29 04:00:00,21.7,100,0.0,4,0.0,0.84,-0.84
2026-07-29 05:00:00,21.7,100,0.0,5,0.0,0.96,-0.96
2026-07-29 06:00:00,21.7,100,5.0,6,0.02,2.97,-2.95
2026-07-29 07:00:00,22.4,100,80.0,7,0.4,2.87,-2.47
2026-07-29 08:00:00,23.8,100,262.0,8,1.31,2.82,-1.51
2026-07-29 09:00:00,25.6,100,503.0,9,2.52,2.26,0.26
2026-07-29 10:00:00,25.9,100,397.0,10,1.98,0.87,1.11
2026-07-29 11:00:00,27.4,100,770.0,11,3.85,1.07,2.78
2026-07-29 12:00:00,28.1,99,830.0,12,4.15,1.17,2.98
2026-07-29 13:00:00,28.6,100,789.0,13,3.94,1.02,2.92
2026-07-29 14:00:00,29.3,100,634.0,14,3.17,1.03,2.14
2026-07-29 15:00:00,27.9,100,505.0,15,2.52,0.91,1.61
2026-07-29 16:00:00,24.7,100,340.0,16,1.7,1.11,0.59
2026-07-29 17:00:00,26.8,100,187.0,17,0.94,0.87,0.07
2026-07-29 18:00:00,25.3,100,83.0,18,0.42,2.32,-1.9
2026-07-29 19:00:00,23.9,100,2.0,19,0.01,2.43,-2.42
2026-07-29 20:00:00,23.1,100,0.0,20,0.0,2.51,-2.51
2026-07-29 21:00:00,22.5,100,0.0,21,0.0,2.24,-2.24
2026-07-29 22:00:00,21.9,99,0.0,22,0.0,2.11,-2.11
2026-07-29 23:00:00,22.3,100,0.0,23,0.0,1.04,-1.04
2026-07-30 00:00:00,22.1,100,0.0,0,0.0,0.92,-0.92
2026-07-30 01:00:00,21.9,100,0.0,1,0.0,1.03,-1.03
2026-07-30 02:00:00,21.5,100,0.0,2,0.0,0.86,-0.86
2026-07-30 03:00:00,21.2,100,0.0,3,0.0,0.99,-0.99
2026-07-30 04:00:00,21.0,100,0.0,4,0.0,1.01,-1.01
2026-07-30 05:00:00,21.8,100,0.0,5,0.0,0.82,-0.82
2026-07-30 06:00:00,21.8,98,4.0,6,0.02,2.34,-2.32
2026-07-30 07:00:00,22.4,100,97.0,7,0.48,2.13,-1.65
2026-07-30 08:00:00,23.5,100,261.0,8,1.31,2.06,-0.75
2026-07-30 09:00:00,24.7,100,359.0,9,1.8,2.99,-1.19
2026-07-30 10:00:00,25.9,99,458.0,10,2.29,0.93,1.36
2026-07-30 11:00:00,27.2,100,696.0,11,3.48,1.12,2.36
2026-07-30 12:00:00,27.6,100,726.0,12,3.63,0.9,2.73
2026-07-30 13:00:00,28.1,100,780.0,13,3.9,1.07,2.83
2026-07-30 14:00:00,28.3,100,652.0,14,3.26,1.1,2.16
2026-07-30 15:00:00,25.3,100,499.0,15,2.5,1.04,1.46
2026-07-30 16:00:00,25.8,100,498.0,16,2.49,0.99,1.5
2026-07-30 17:00:00,25.7,100,226.0,17,1.13,0.96,0.17
2026-07-30 18:00:00,24.8,100,63.0,18,0.32,2.35,-2.03
2026-07-30 19:00:00,24.2,100,2.0,19,0.01,2.93,-2.92
2026-07-30 20:00:00,23.4,100,0.0,20,0.0,2.83,-2.83
2026-07-30 21:00:00,22.9,100,0.0,21,0.0,2.97,-2.97
2026-07-30 22:00:00,22.3,100,0.0,22,0.0,2.12,-2.12
2026-07-30 23:00:00,22.4,100,0.0,23,0.0,1.09,-1.09
2026-07-31 00:00:00,22.1,100,0.0,0,0.0,1.18,-1.18
2026-07-31 01:00:00,21.9,100,0.0,1,0.0,0.87,-0.87
2026-07-31 02:00:00,21.8,100,0.0,2,0.0,0.83,-0.83
2026-07-31 03:00:00,21.7,100,0.0,3,0.0,1.1,-1.1
2026-07-31 04:00:00,21.5,100,0.0,4,0.0,1.03,-1.03
2026-07-31 05:00:00,21.6,100,0.0,5,0.0,1.14,-1.14
2026-07-31 06:00:00,21.8,99,5.0,6,0.02,2.14,-2.12
2026-07-31 07:00:00,23.1,100,115.0,7,0.58,2.8,-2.22
2026-07-31 08:00:00,24.4,90,282.0,8,1.41,2.2,-0.79
2026-07-31 09:00:00,25.6,67,455.0,9,2.28,2.16,0.12
2026-07-31 10:00:00,27.0,91,673.0,10,3.36,0.87,2.49
2026-07-31 11:00:00,28.1,99,895.0,11,4.47,1.13,3.34
2026-07-31 12:00:00,28.8,100,884.0,12,4.42,1.07,3.35
2026-07-31 13:00:00,28.9,100,728.0,13,3.64,1.01,2.63
2026-07-31 14:00:00,28.7,100,808.0,14,4.04,0.94,3.1
2026-07-31 15:00:00,27.4,99,421.0,15,2.1,1.15,0.95
2026-07-31 16:00:00,26.7,100,347.0,16,1.74,0.96,0.78
2026-07-31 17:00:00,27.4,96,171.0,17,0.86,1.13,-0.27
2026-07-31 18:00:00,24.6,98,59.0,18,0.3,2.44,-2.14
